fips,county,state,state_code,male,female,median_age,population,female_percentage,lat,long
13075,Cook County,Georgia,GA,8348,8836,37.4,17184,51.41992551,31.15399291,-83.43046305
13077,Coweta County,Georgia,GA,68430,72086,38.5,140516,51.30091947,33.35346426,-84.76335813
13079,Crawford County,Georgia,GA,6299,6045,44.4,12344,48.97116008,32.71451075,-83.9863297
13081,Crisp County,Georgia,GA,10849,11997,38.8,22846,52.51247483,31.92291153,-83.76805458
13083,Dade County,Georgia,GA,7932,8295,42.2,16227,51.11850619,34.85455198,-85.50451949
13085,Dawson County,Georgia,GA,11774,12087,43.4,23861,50.65588198,34.44429665,-84.17062681
13087,Decatur County,Georgia,GA,12907,13926,38.1,26833,51.89878135,30.87834851,-84.57904679
13089,DeKalb County,Georgia,GA,351871,391316,35.6,743187,52.65377355,33.77153603,-84.22642599
13091,Dodge County,Georgia,GA,10972,9947,41.6,20919,47.5500741,32.17220686,-83.16840542
13093,Dooly County,Georgia,GA,7529,6376,43.7,13905,45.85400935,32.15718704,-83.79879578
13095,Dougherty County,Georgia,GA,42144,48905,35.1,91049,53.71283595,31.53346418,-84.21638639
13097,Douglas County,Georgia,GA,67726,74114,36.4,141840,52.25183305,33.70184254,-84.76795535
13099,Early County,Georgia,GA,4791,5557,40.7,10348,53.7011983,31.32282807,-84.90365602
13101,Echols County,Georgia,GA,1973,2021,40.9,3994,50.60090135,30.7100504,-82.89396144
13103,Effingham County,Georgia,GA,29215,29474,36.1,58689,50.22065464,32.36728627,-81.34135178
13105,Elbert County,Georgia,GA,9188,10024,42.6,19212,52.17572351,34.11679504,-82.84014598
13107,Emanuel County,Georgia,GA,11105,11394,36.8,22499,50.64225077,32.58973973,-82.30171317
13109,Evans County,Georgia,GA,5303,5424,37.7,10727,50.56399739,32.15676456,-81.88688163
13111,Fannin County,Georgia,GA,12086,12839,51.4,24925,51.51053159,34.86408399,-84.31983387
13113,Fayette County,Georgia,GA,54055,57314,43.5,111369,51.46315402,33.41395332,-84.49418416
13115,Floyd County,Georgia,GA,46810,50014,38.5,96824,51.65454846,34.26318326,-85.21425983
13117,Forsyth County,Georgia,GA,109258,110622,38.3,219880,50.31016918,34.22554325,-84.12502041
13119,Franklin County,Georgia,GA,10853,11661,41,22514,51.79443902,34.37544017,-83.22915634
13121,Fulton County,Georgia,GA,495087,526815,35.4,1021902,51.55239935,33.79028194,-84.46699086
13123,Gilmer County,Georgia,GA,15079,14843,46.9,29922,49.60564133,34.69116301,-84.45562504
13125,Glascock County,Georgia,GA,1438,1571,43.2,3009,52.21003656,33.22928289,-82.61070062
13127,Glynn County,Georgia,GA,39419,44555,41,83974,53.05808941,31.23089649,-81.54071677
13129,Gordon County,Georgia,GA,28001,28789,37.8,56790,50.69378412,34.50336057,-84.87570724
13131,Grady County,Georgia,GA,12176,12750,39.7,24926,51.15140817,30.87466591,-84.23444072
13133,Greene County,Georgia,GA,8299,8677,49.4,16976,51.11333648,33.57883025,-83.1666706
13135,Gwinnett County,Georgia,GA,441051,461247,35.1,902298,51.11914246,33.96172854,-84.0235947
13137,Habersham County,Georgia,GA,20962,23327,39.5,44289,52.6699632,34.63102797,-83.53112369
13139,Hall County,Georgia,GA,97518,98443,36.3,195961,50.23601635,34.31690076,-83.81966681
13141,Hancock County,Georgia,GA,5193,3342,46.5,8535,39.15641476,33.27045137,-83.00067259
13143,Haralson County,Georgia,GA,14041,14915,40.8,28956,51.50918635,33.79421744,-85.21101885
13145,Harris County,Georgia,GA,16832,16758,43.1,33590,49.88984817,32.7360391,-84.90889194
13147,Hart County,Georgia,GA,12558,13073,43.8,25631,51.00464282,34.35083482,-82.96422076
13149,Heard County,Georgia,GA,5747,5930,41.5,11677,50.78359168,33.29703942,-85.12833608
13151,Henry County,Georgia,GA,105759,115548,36.9,221307,52.21163361,33.45300248,-84.15420612
13153,Houston County,Georgia,GA,73756,77926,35.3,151682,51.37458631,32.45900725,-83.66622618
13155,Irwin County,Georgia,GA,4758,4510,39.9,9268,48.66206301,31.60221364,-83.27635387
13157,Jackson County,Georgia,GA,32445,33310,38.5,65755,50.65774466,34.13388571,-83.56636587
13159,Jasper County,Georgia,GA,6682,7102,42.4,13784,51.52350551,33.31639587,-83.68805768
13161,Jeff Davis County,Georgia,GA,7408,7583,36.7,14991,50.58368354,31.80559289,-82.63683939
13163,Jefferson County,Georgia,GA,7605,8167,39.3,15772,51.78163835,33.05486535,-82.41817747
13165,Jenkins County,Georgia,GA,4055,4772,43.7,8827,54.06140252,32.79244727,-81.96354954
13167,Johnson County,Georgia,GA,5318,4412,41,9730,45.34429599,32.70146072,-82.66007951
13169,Jones County,Georgia,GA,13874,14674,40.1,28548,51.40114894,33.02512491,-83.5604948
13171,Lamar County,Georgia,GA,8959,9554,37.5,18513,51.60697888,33.07653569,-84.13947124
13173,Lanier County,Georgia,GA,5183,5183,35.4,10366,50,31.03787301,-83.06275656
13175,Laurens County,Georgia,GA,22497,24921,38.3,47418,52.5559914,32.46365199,-82.92223334
13177,Lee County,Georgia,GA,14674,14674,37.2,29348,50,31.77955418,-84.1411601
13179,Liberty County,Georgia,GA,31550,30558,28.1,62108,49.20139113,31.82809043,-81.49472957
13181,Lincoln County,Georgia,GA,3683,4116,47.3,7799,52.77599692,33.79363681,-82.45114028
13183,Long County,Georgia,GA,8872,9284,32.7,18156,51.13461115,31.7525552,-81.74569517
13185,Lowndes County,Georgia,GA,55959,58623,30.2,114582,51.16248625,30.83381348,-83.26772968
13187,Lumpkin County,Georgia,GA,15551,16400,37.2,31951,51.32859691,34.57218744,-84.00267573
13189,McDuffie County,Georgia,GA,9999,11499,37.6,21498,53.48869662,33.48286164,-82.48136662
13191,McIntosh County,Georgia,GA,7036,7084,49.7,14120,50.16997167,31.49665949,-81.40846876
13193,Macon County,Georgia,GA,7342,6138,40.2,13480,45.53412463,32.35838315,-84.04249465
13195,Madison County,Georgia,GA,14508,14392,41.2,28900,49.79930796,34.12778417,-83.20903989
13197,Marion County,Georgia,GA,4203,4281,45.2,8484,50.45968883,32.35339325,-84.52466883
13199,Meriwether County,Georgia,GA,10221,10892,41.6,21113,51.58906835,33.04066422,-84.68831071
13201,Miller County,Georgia,GA,2832,3004,43.8,5836,51.47361206,31.16400523,-84.73078383
13205,Mitchell County,Georgia,GA,11683,10749,38.9,22432,47.91815264,31.22532031,-84.19427547
13207,Monroe County,Georgia,GA,13600,13410,43.1,27010,49.64827842,33.01392415,-83.91865755
13209,Montgomery County,Georgia,GA,4633,4403,40,9036,48.72731297,32.17339368,-82.53477358
13211,Morgan County,Georgia,GA,8783,9452,44.5,18235,51.83438443,33.5908033,-83.49237353
